Kilometers_Driven,Fuel_Type,Transmission,Engine CC,Power,Seats,Mileage Km/L,Price
58000,Diesel,Manual,1120,71,5,24.4,3.99
24000,Diesel,Automatic,2143,170,5,17.9,46.95
65542,Diesel,Manual,1399,68,5,20,3.8
68008,Diesel,Manual,1896,105,5,15,6.75
22251,Diesel,Manual,1493,100,7,18.49,8.75
55000,Petrol,Manual,1499,110,5,15.8,5.2
19387,Petrol,Manual,1591,121.3,5,17.1,8.42
58000,CNG,Manual,998,58.16,5,26.6,3
24001,Petrol,Manual,1197,81.83,5,18.6,5.75
17000,Diesel,Automatic,1968,140.8,5,15.2,9.75
28500,Petrol,Manual,1198,67.04,5,19.49,3.5
66000,Diesel,Automatic,2143,203.2,5,15.26,30
22000,Diesel,Automatic,2179,147.5,5,12.83,35
44383,Petrol,Manual,1591,121.3,5,15.8,13.25
45000,Diesel,Manual,1598,103.5,5,20.5,3.65
58000,Diesel,Manual,1248,74,5,23.4,5.25
69000,Petrol,Manual,1591,121.3,5,15.8,9.7
60993,Diesel,Manual,1120,70,5,24,5.21
67000,Diesel,Manual,1493,100,7,18.49,6.3
51134,Diesel,Manual,1120,70,5,24,4.72
55000,Diesel,Automatic,2993,245,5,11.7,28
25082,Diesel,Automatic,1248,73.75,5,28.4,8.37
68350,Diesel,Manual,2982,168.5,7,12.55,14
50000,Diesel,Automatic,1968,174.33,5,17.68,36
97000,Diesel,Manual,1498,98.6,5,27.3,6.4
56238,Diesel,Automatic,4134,335.2,7,11.33,51.69
72618,Diesel,Manual,2179,120,7,12.05,8
62005,Diesel,Manual,1991,147.9,5,18.3,9.8
61250,Diesel,Manual,936,57.6,5,25.44,2.7
28469,Diesel,Automatic,1968,187.74,5,18.25,24.37
21488,Petrol,Automatic,1598,103.52,5,14.3,9.72
197000,Diesel,Manual,1248,74,5,23.4,5
138205,Diesel,Manual,2982,171,7,11.5,10.5
160000,Diesel,Manual,1248,74,5,22.9,3.9
67590,Petrol,Manual,1497,118,5,17,5.65
52000,Diesel,Automatic,2143,203.2,5,15.26,29.95
100000,Diesel,Manual,1248,75,5,17.8,3
60048,Diesel,Manual,1498,99,5,26.1,6
48000,Petrol,Manual,1197,78.9,5,20.36,2.11
100000,Petrol,Manual,796,46.3,5,19.7,1.5
62601,Diesel,Manual,1364,74,5,23.59,4.67
80010,Petrol,Manual,1197,81.8,5,20.4,2.85
26493,Diesel,Automatic,2143,170,5,19.27,33.64
96000,Diesel,Manual,1396,52.8,5,17.88,0.91
45700,Petrol,Manual,796,47.3,5,22.74,2.42
13000,Petrol,Automatic,2771,193.1,5,9.3,3.25
38000,Petrol,Manual,1198,73.9,5,16.47,2.8
8018,Petrol,Automatic,1197,81.8,5,22,8.3
144400,Diesel,Manual,2179,120,8,12.05,5.25
152000,Diesel,Manual,1248,75,5,17.8,2.9
71000,Diesel,Automatic,1995,184,5,18.88,15
80000,Petrol,Manual,624,37.5,4,25.4,0.53
87143,Diesel,Manual,2494,100,8,12.99,12.5
25000,Petrol,Manual,1198,86.8,5,18.4,2.75
2000,Petrol,Automatic,1199,83.83,5,23.84,5
45239,Diesel,Manual,2179,120,8,12.05,7.09
101999,Diesel,Automatic,1995,218,5,16.73,19.99
74219,Diesel,Manual,1364,87.2,5,21.43,10.75
25000,Petrol,Automatic,1497,117.3,5,18,9.45
109606,Diesel,Manual,1582,126.2,5,22,2.9
36000,Diesel,Manual,1248,74,5,26.59,4.7
41810,Petrol,Manual,1373,91.1,5,20.73,7.11
93321,Diesel,Manual,1498,89.84,5,22.7,6.25
81000,Petrol,Manual,998,67.1,5,20.92,2.2
25717,Petrol,Automatic,1199,88.76,5,19,8.86
37000,Diesel,Manual,2179,140,7,15.1,9.3
56380,Diesel,Manual,1493,100,7,18.49,7.57
8000,Petrol,Manual,1199,88.7,5,18.2,7.9
14589,Petrol,Manual,1298,88.2,5,16.1,5.65
65088,Petrol,Manual,1198,73.9,5,16.47,3.25
24864,Diesel,Manual,1582,126.2,5,20.5,16.27
64831,Petrol,Manual,1199,79.4,5,18.6,3.21
38001,Diesel,Manual,1498,98.6,5,25.8,3.9
77000,Petrol,Automatic,2496,157.7,5,10,6.5
27000,Diesel,Automatic,2993,265,5,18.59,48
39000,Diesel,Automatic,1968,143,5,20.38,18.9
131000,Diesel,Manual,1248,74,5,26.59,3.6
43000,Diesel,Manual,1248,74,5,26.59,5.5
68000,Diesel,Manual,2494,102,7,12.8,7
45165,Diesel,Automatic,1995,184,5,16.09,41.75
120000,Diesel,Automatic,1995,218,5,16.73,10.5
86091,Diesel,Manual,2179,140,7,15.1,10.09
71499,Petrol,Manual,1497,118,5,17,3
50000,Diesel,Manual,2200,139.01,7,17,12
66000,Diesel,Manual,1498,88,5,20.14,4.91
45000,Petrol,Manual,1198,90,5,16,2
69189,Diesel,Manual,1364,67.06,5,23.59,5.3
40206,Diesel,Manual,1461,108.5,5,19.01,7.22
36723,Diesel,Automatic,1995,190,5,18.56,32.57
57500,Petrol,Manual,1197,80,5,18.5,2.75
43912,CNG,Manual,1196,73,5,15.1,4.33
52000,Diesel,Manual,1399,68,5,17.8,3.75
60952,Petrol,Automatic,1497,118,5,16.8,5.91
87192,Diesel,Manual,1248,74,5,25.2,4.35
58000,Diesel,Manual,1120,70,5,24,3.25
59500,Diesel,Automatic,2967,245,7,14.75,68
16650,Petrol,Manual,1198,74,5,17,5.5
34696,Petrol,Automatic,1497,117.3,5,18,12.08
42243,Diesel,Manual,1248,74,5,27.39,7.48
57824,Diesel,Manual,1120,70,5,24,5.5
110000,Diesel,Manual,1248,73.9,5,19.3,3.5
72000,Diesel,Automatic,2179,115,5,0,15.5
63455,Diesel,Manual,2982,171,7,11.5,19
17151,Diesel,Manual,1498,98.6,5,27.3,8.4
31001,Diesel,Manual,1248,88.5,5,24.3,7.25
42109,Diesel,Manual,1248,74,5,23.4,4.25
55000,Diesel,Automatic,1498,103.52,5,21.66,5.7
46000,Diesel,Automatic,2179,115,5,0,26
30852,Petrol,Manual,796,47.3,5,22.74,2.49
65000,Petrol,Manual,1198,73.9,5,16.47,3
65000,Diesel,Manual,1498,98.6,5,26,5.95
72000,Diesel,Manual,1248,74,5,23.4,2.69
29000,Diesel,Automatic,1968,174.33,5,17.11,26
32000,Petrol,Manual,1497,117.3,5,17.8,5.5
29875,Petrol,Manual,1196,86.8,5,18.16,4.85
32539,Diesel,Manual,1248,88.5,5,24.3,8.39
83090,Diesel,Manual,1461,108.45,5,19.01,7.99
62679,Diesel,Manual,1396,88.73,5,21.19,6.95
93000,Petrol,Manual,1390,75,5,15.7,1.5
44000,Petrol,Manual,1497,78,5,17.7,1.55
78400,Petrol,Manual,1196,70,5,15.6,2.75
71300,Petrol,Manual,1598,102.53,5,13.06,4.25
18000,Petrol,Manual,1197,78.9,5,20.36,2.85
24013,Diesel,Automatic,1999,148.31,7,12.81,56.14
99100,Petrol,Automatic,1984,208,5,9.74,10
62000,Petrol,Manual,1298,83.1,8,11.3,1.25
14000,Diesel,Manual,1248,74,5,26.59,7.5
44811,Diesel,Automatic,1968,174.33,5,17.11,25.81
44000,Petrol,Manual,1198,74,5,16.47,4.3
136000,Diesel,Manual,2982,171,7,11.5,11
144113,Diesel,Manual,2982,171,7,11.5,11.75
94989,Petrol,Manual,2354,177.6,5,12.8,6.58
58133,Diesel,Manual,1248,74,5,22.9,4.8
61000,Petrol,Manual,1198,70,5,17.5,1.65
27000,Diesel,Manual,1956,170,5,17.1,15
18050,Petrol,Manual,624,37.5,4,25.4,1
145277,Petrol,Manual,1596,101,5,15.3,1.65
42000,Diesel,Manual,793,47,5,27.62,3.6
86000,Diesel,Manual,2982,171,7,11.5,11.5
42150,Diesel,Manual,793,47,5,27.62,3.6
30158,Petrol,Manual,814,55.2,5,21.1,3.05
47000,Diesel,Manual,1498,90,5,23.5,6
39000,Petrol,Manual,1198,74,5,16.47,3.75
32125,Petrol,Manual,1199,74,5,16.2,6.17
58829,Diesel,Manual,1248,88.5,5,24.3,9.05
67559,Petrol,Manual,1198,86.8,5,19.4,4.05
55000,Petrol,Manual,1298,85.8,5,17.5,4.25
30000,Petrol,Manual,998,67.04,5,23.1,3.75
28000,Petrol,Automatic,1591,121.3,5,13,11.85
31826,Diesel,Manual,1498,89.84,5,22.7,8.24
64000,Diesel,Manual,1248,74,5,17.8,5.99
100009,Petrol,Manual,1997,141.1,5,13.1,6.5
17201,Diesel,Automatic,2179,187.7,7,12.51,58.91
74345,Diesel,Manual,2179,140,7,15.1,8
58134,Petrol,Manual,1198,74,5,16.47,4.64
30566,Petrol,Automatic,1197,80,5,19.2,3.32
55231,Petrol,Manual,1197,78.9,5,20.36,2.78
67774,Diesel,Automatic,1998,163.7,5,14.81,8.95
50319,Petrol,Automatic,1991,181.03,5,12,21.95
45000,Petrol,Manual,2359,134,5,11.7,7.9
43627,Petrol,Automatic,1796,186,5,11.74,29
45000,Diesel,Manual,1199,73.9,5,22.07,3.25
10500,Petrol,Manual,1497,117.3,5,17.4,5.9
21789,Diesel,Manual,1248,88.5,5,24.3,9.88
21134,Petrol,Manual,1197,81.86,5,18.6,8.78
90000,Diesel,Manual,2179,138.1,7,13.93,2.75
51553,Diesel,Manual,1461,84.8,5,21.64,5.98
31000,Petrol,Automatic,2497,215,5,10.9,31
67422,Petrol,Manual,1798,138,5,14.53,3.55
60519,Diesel,Manual,1582,126.32,5,22.32,6.24
34000,Diesel,Manual,1248,73.9,5,19.3,2.19
68434,Diesel,Manual,1248,73.75,5,28.4,5.5
17000,Petrol,Manual,998,67.1,5,24.07,2.1
43686,Petrol,Automatic,5000,503,4,10.5,50.66
22000,Diesel,Automatic,2143,170,5,14.84,14
79225,Diesel,Manual,1582,126.2,5,22,5.5
63000,Petrol,Manual,1598,102,5,14.2,1.2
61922,Petrol,Manual,1197,81.8,5,20.4,5.3
85000,Diesel,Manual,1582,126.2,5,23.9,6.3
26192,Diesel,Automatic,2143,168,5,17.9,40.47
65000,Diesel,Manual,2982,168.5,7,13,16.1
44999,Diesel,Automatic,1968,167.6,5,12.8,25
81308,Diesel,Automatic,1995,170,5,13.2,7.95
35000,Petrol,Manual,796,47.3,5,24.7,2.65
65349,Petrol,Manual,998,67.1,5,20.92,2.81
80000,Petrol,Automatic,1798,167.62,5,15.64,17.5
61000,Petrol,Manual,1197,85,5,16.1,3.3
31817,Petrol,Manual,998,67.04,5,22.5,5.34
41000,Diesel,Manual,1498,103.52,5,21.14,8.5
82606,Petrol,Manual,1198,90,5,16,2.69
52000,Diesel,Manual,2179,140,7,16,11.5
50318,Petrol,Manual,1197,85.8,5,18.5,4.06
50000,Diesel,Automatic,2143,201.15,5,17.9,49
72000,Diesel,Manual,1598,103.5,5,20.5,4.6
63776,Diesel,Manual,1120,70,5,24,3.96
28133,Petrol,Manual,1197,81.86,5,18.6,5.6
45000,Diesel,Manual,1248,74,5,22.95,3.75
55697,Diesel,Manual,1396,88.73,5,22.54,5.5
62000,Diesel,Manual,1598,103.5,5,20.5,3
48000,Petrol,Manual,1368,90,5,16,3
90246,Petrol,Manual,1298,88.2,5,16.1,2.95
80500,Diesel,Manual,1396,69,5,25,2.45
119000,Diesel,Automatic,2143,170,5,14.84,13.99
28541,Diesel,Automatic,2987,254.79,5,11.57,60.75
45500,Petrol,Manual,1086,74,5,0,1.17
41000,Petrol,Manual,1497,116.3,5,16.8,4.5
58000,Petrol,Manual,1197,80,5,18.5,2.5
99000,Diesel,Manual,2982,168.5,7,13,20.5
31200,Petrol,Manual,1197,82,5,18.9,3.9
85000,Diesel,Manual,1896,105,5,15,3.5
60924,Petrol,Automatic,1499,110.4,5,15.63,8.3
45000,Petrol,Manual,814,55.2,5,21.1,2.5
44000,Petrol,Automatic,1198,75.94,5,19.15,2.65
30534,Petrol,Automatic,1199,88.7,5,19,7.42
46399,Petrol,Manual,1198,74,5,16.47,4.63
42000,Petrol,Manual,796,46.3,5,19.7,1.09
67000,Diesel,Manual,1582,126.32,5,22.32,3.8
58000,Diesel,Automatic,2148,170,5,10,15.75
27000,Petrol,Manual,1193,88.7,5,17.57,5.27
39566,Petrol,Manual,1198,86.8,5,18.4,2.75
14980,Diesel,Manual,1498,98.6,5,27.3,7.4
18491,Petrol,Automatic,998,67.1,5,24.07,3.9
90000,Petrol,Manual,993,60,5,17.3,0.7
118211,Diesel,Manual,1396,88.73,5,22.54,5.9
63316,Diesel,Manual,1598,118,5,22.7,9.58
42000,Diesel,Automatic,2143,203,5,14.21,24.95
25648,Petrol,Manual,1399,98.82,7,13.7,4.29
67612,Diesel,Automatic,2143,203,5,14.21,11.5
33000,Diesel,Manual,2179,140,7,16,9.65
20000,Petrol,Manual,1197,78.9,5,20.36,3.75
143000,Petrol,Manual,1341,82.9,5,14.2,1.1
118218,Diesel,Automatic,2967,241.4,7,12.07,31.41
99000,Diesel,Manual,2179,120,8,12.05,6
22700,Petrol,Manual,1199,88.7,5,18.7,5.55
28000,Diesel,Manual,2179,138.1,7,14,10.91
62000,Diesel,Manual,2179,140,7,15.1,7.25
107023,Diesel,Manual,1199,73.9,5,22.07,3.9
71082,Diesel,Manual,1248,73.9,5,19.3,3.95
60000,Diesel,Automatic,1968,174.33,5,15.73,22
21701,Petrol,Manual,998,67.04,5,23.1,3.38
56000,Petrol,Manual,1497,116.3,5,16.8,3.45
32450,Petrol,Manual,1197,81.83,5,18.6,5.75
12500,Petrol,Manual,799,53.3,5,25.17,2.75
20483,Diesel,Automatic,2143,136,5,17.9,30.3
45800,Diesel,Manual,1498,89.84,5,22.7,7.5
35441,Petrol,Manual,1197,81.83,5,18.6,6.87
86398,Diesel,Manual,2494,100.6,7,12.99,15.2
150000,Diesel,Manual,1461,84.8,5,21.64,3.5
89000,Diesel,Manual,1248,74,5,25.2,5.85
68375,Petrol,Manual,998,66.1,5,19,2.5
52000,Petrol,Manual,1197,85.8,5,18.6,3.95
39000,Diesel,Automatic,2143,136,5,17.9,27
68000,Petrol,Manual,1373,93.7,7,16.02,6.75
71000,Petrol,Manual,998,67.1,5,18.9,1.5
72003,Diesel,Manual,1199,73.9,5,22.07,3.9
135670,Diesel,Manual,1498,89.84,5,22.7,6.55
65850,Diesel,Manual,1498,98.6,5,25.1,9.44
53920,Petrol,Manual,1798,138.03,5,14.28,10.77
58000,Diesel,Manual,2179,140,7,15.1,7.5
4000,Petrol,Manual,796,47.3,5,24.7,3
58000,Diesel,Automatic,2993,265,5,18.59,11.75
29832,Petrol,Manual,814,55.2,5,21.1,3.29
71156,Diesel,Manual,1248,74,5,26.59,6.5
64687,CNG,Manual,998,58.33,5,31.79,3.8
54000,Diesel,Automatic,1968,147.51,5,16.55,18
75000,Petrol,Automatic,1798,157.75,5,13.7,4.95
39208,Petrol,Manual,1193,88.7,5,17.57,4.52
41000,Diesel,Manual,2149,139.07,7,17,8
38622,Petrol,Manual,1497,117.3,5,17.4,6.26
18000,Petrol,Manual,1498,97.7,5,16.95,7.5
45000,Petrol,Automatic,1598,103.6,5,14.4,3.35
48656,Petrol,Automatic,1591,121.3,5,15.74,5.5
79000,Diesel,Automatic,1582,126.2,5,22,5.25
88000,Diesel,Automatic,1968,140,5,16.55,16.25
92000,Petrol,Manual,1586,103.3,5,15.5,2.7
9000,Diesel,Automatic,2198,158,7,12.62,32.9
50121,Petrol,Manual,1197,83.11,5,20.4,3.41
79000,Diesel,Manual,1120,70,5,24,4.15
46000,Diesel,Manual,1498,88.8,5,20.14,5.9
100000,Petrol,Automatic,2496,157.7,5,10,11.5
41000,Petrol,Manual,1197,81.83,5,18.6,4.75
25000,Petrol,Automatic,998,67.1,5,24.07,3.5
71899,Diesel,Manual,1248,88.76,7,20.77,7.25
7100,Petrol,Automatic,998,67.04,5,23.1,4.35
38171,Petrol,Automatic,999,67,5,22.5,4.99
70359,Diesel,Manual,2179,120,8,12.05,7.65
200000,Diesel,Manual,2494,102,7,12.8,9
26969,Diesel,Manual,1199,73.9,5,22.07,6.9
56500,Diesel,Manual,1399,68,5,20,2.9
40000,Diesel,Manual,1461,83.8,5,20.45,5.75
41000,Diesel,Manual,2200,139.01,7,17,8
53105,Petrol,Automatic,999,67,5,22.5,4.41
23000,Diesel,Manual,1498,103.52,5,21.14,4.95
80999,Diesel,Automatic,2179,140,7,16,14.4
82000,Diesel,Manual,1399,68.05,5,20,2.95
68557,Diesel,Manual,2523,62.1,7,15.96,8.14
34000,Diesel,Manual,1498,108.5,5,20.64,8.45
77000,Diesel,Manual,2494,100,8,12.99,12.5
48000,Diesel,Manual,2179,140,7,15.1,6.5
28232,Petrol,Manual,1499,110,5,15.8,7.72
110000,Diesel,Automatic,1968,138.1,5,16.96,8
120000,Diesel,Manual,2179,138,7,13.93,3
49000,Diesel,Automatic,2993,245,4,8.2,29
22000,Petrol,Manual,1198,74,5,16.47,4.11
14925,Petrol,Manual,1197,82.9,5,18.5,5.37
75000,Diesel,Manual,1248,88.8,7,20.77,6.55
23000,Petrol,Manual,1497,117.3,5,17.4,7
57000,Petrol,Manual,1497,118,5,17,5.48
76718,Diesel,Automatic,1968,138.03,5,16.96,6.51
138000,Diesel,Manual,1498,98.6,5,25.8,5.15
140000,Diesel,Manual,2179,140,7,15.1,9
110000,Petrol,Automatic,1798,138.1,5,14.53,2.75
126000,Petrol,Manual,1086,74,5,17,1.2
73000,Diesel,Automatic,1995,190,5,22.69,12.5
63423,Diesel,Manual,1498,98.96,5,23,7.69
62132,Petrol,Manual,1197,82.85,5,18.5,4.57
51000,Petrol,Automatic,1497,118,5,16.8,4.5
75000,Diesel,Manual,1248,73.94,5,23.2,4.9
55410,Petrol,Manual,1086,68.05,5,19.81,1.65
41000,Petrol,Manual,1199,82.4,5,18.2,3.25
45000,Diesel,Manual,1582,126.32,5,22.32,6.25
53322,Petrol,Manual,1591,121.3,5,15.8,12.13
48000,Petrol,Manual,1199,82.4,5,18.2,3.25
72000,Diesel,Automatic,1968,174.3,5,14.16,29
50266,Petrol,Manual,1497,118,5,17,5.53
21800,Petrol,Manual,1497,121.36,5,17,8.75
45000,Diesel,Automatic,2967,241.4,7,12.07,37.9
62000,Petrol,Manual,1197,78.9,5,20.36,2.4
41681,Petrol,Manual,1197,80,5,17,4.55
69313,Petrol,Manual,1197,85.8,5,17.5,2.65
49000,Diesel,Manual,1396,69,5,25,1.6
40471,Diesel,Automatic,2993,235,5,16.2,25.72
60000,Diesel,Manual,1248,74,5,22.9,4.15
1001,Petrol,Manual,1194,94.68,5,19,7.23
38000,Petrol,Manual,1599,103.2,5,13.9,2.6
66000,Diesel,Automatic,1995,181,5,16.07,7.25
33901,Diesel,Manual,2494,102,8,12.8,14.29
57000,Diesel,Automatic,2143,204,5,14.94,17.25
170000,Diesel,Manual,1582,126.2,5,22.54,7.5
60000,Diesel,Manual,1248,73.94,5,23.2,4.35
85000,Diesel,Manual,1248,88.5,5,24.3,8.9
146000,Petrol,Manual,1197,82,5,19.1,3.5
56002,Diesel,Manual,1498,98.6,5,26,6.1
8554,Petrol,Manual,799,53.3,5,25.17,3.2
62322,Diesel,Manual,1364,67.06,5,23.59,4.9
37929,Petrol,Manual,998,67.1,5,24.07,3.69
5400,Petrol,Manual,1199,84,5,23.84,3.98
60000,Diesel,Manual,1396,90,5,21.9,2.95
55730,Diesel,Automatic,1968,147.51,5,16.55,15.21
62000,Diesel,Manual,1248,74,5,28.4,6.3
14576,Petrol,Manual,1198,73.75,5,17,6.69
17000,Petrol,Automatic,1497,117.3,7,16,9.5
28000,Petrol,Manual,1197,80,5,17,2.65
58200,Diesel,Manual,2199,194.3,7,14.66,7.5
12278,Petrol,Automatic,998,67.04,5,23.1,5.63
17665,Petrol,Manual,1591,121.3,5,15.8,11.78
200000,Diesel,Manual,1396,52.8,5,17.88,0.85
55893,Petrol,Manual,1598,103.6,5,15.04,3.35
60586,Petrol,Manual,998,67.04,5,23.1,4.11
13500,Diesel,Automatic,2143,136,5,17.9,25.51
30000,Petrol,Manual,796,47.3,5,22.74,3.1
12000,Diesel,Automatic,3198,197,7,10.91,33.5
65000,Petrol,Manual,1193,88.7,5,17.57,4.8
38000,Petrol,Manual,1598,103.5,5,16.09,3.49
25000,Petrol,Manual,1373,91.1,7,17.5,5.15
100000,Diesel,Automatic,2987,224,5,14,14.41
13710,Petrol,Manual,1199,74,5,16.2,4.75
100000,Diesel,Automatic,2982,168.5,7,12.55,19
17000,Petrol,Manual,998,67.04,5,23.1,4.9
89000,Diesel,Automatic,1995,181,4,16.07,6.3
100173,Petrol,Manual,1497,100,5,16.9,2.4
97000,Petrol,Manual,1999,114,5,13.17,3
40190,Petrol,Manual,1198,74.93,5,18.06,4.25
29647,Diesel,Manual,1498,88,5,20.14,6.3
43639,Petrol,Manual,998,100,5,21.1,8.15
37333,Petrol,Manual,1197,78.9,5,20.36,3.22
48407,Petrol,Manual,1197,81.83,5,18.6,7.65
25000,Petrol,Automatic,2979,306,2,10.37,30
72400,Petrol,Manual,1197,78.9,5,20.36,2.3
18000,Petrol,Automatic,1598,181,4,13.6,22
65167,Petrol,Manual,1198,86.8,5,19.4,3.28
25418,Petrol,Manual,1373,91.2,5,20.73,7.09
38995,Diesel,Manual,1248,73.9,5,19.3,6.46
60000,Diesel,Manual,1199,73.9,5,22.07,4
72000,Diesel,Automatic,1995,184,5,17.05,11
31075,Diesel,Automatic,2967,241.4,7,12.07,49.79
4311,Diesel,Manual,1498,99,5,25.83,4.8
21000,Diesel,Automatic,1995,190,5,21.76,35
54000,Diesel,Automatic,2987,224,5,14,21.99
50000,Petrol,Manual,1061,64,5,17.3,1.1
13000,Petrol,Manual,1197,83.1,5,21.4,6.6
74000,Petrol,Manual,1197,81.8,5,22,4.5
75000,Petrol,Manual,1150,76,5,14.7,1
25000,Diesel,Manual,1498,88,5,20.14,6.9
139000,Diesel,Automatic,2179,115,5,0,16.75
52000,Diesel,Automatic,1968,174.3,5,14.16,25.49
20000,Diesel,Automatic,1968,187.74,5,18.53,35.5
32663,Diesel,Manual,1186,73.97,5,24,6.28
76777,Diesel,Manual,2179,120,8,12.05,4.88
100303,Diesel,Manual,1248,74,5,22.95,3.7
43993,Petrol,Manual,814,55.2,5,21.1,3.45
72118,Diesel,Manual,2179,120,8,15.4,10.23
83000,Petrol,Automatic,2354,142,5,11.1,6.5
7523,Petrol,Manual,1199,74,5,16.2,6.15
34670,Petrol,Manual,1196,73,7,15.1,2.9
30000,Diesel,Manual,1120,70,5,24,5.5
17000,Diesel,Automatic,3198,197,7,10.91,31
59261,Diesel,Manual,1186,73.97,5,24,4.25
65210,Diesel,Manual,1248,74,5,22.9,5.48
19000,Petrol,Manual,1197,81.83,5,18.6,7.25
50000,Petrol,Manual,1298,85.8,5,17.5,3
47000,Diesel,Automatic,1995,190,5,22.69,29.5
75000,Petrol,Manual,1497,78,5,17.7,1.49
54534,Petrol,Automatic,1197,78.9,5,16.95,3.65
13000,Diesel,Manual,1498,98.96,5,23,10.9
48808,Petrol,Manual,998,67.04,5,23.1,4.3
63001,Diesel,Manual,1248,88.76,7,20.77,6.11
64771,Diesel,Manual,2494,102,8,12.8,15.5
34634,Petrol,Manual,1497,117.3,5,17.8,6.9
69242,Petrol,Manual,1197,85.8,5,19.1,4.69
33292,Petrol,Manual,1197,85.8,5,18.5,3.19
55000,Petrol,Automatic,1396,98.6,5,15,3.75
1000,Petrol,Manual,1197,81.86,5,17.19,8.6
80000,Petrol,Manual,1497,118,5,17,3.85
65003,Diesel,Automatic,4134,382,5,13.6,67.83
16573,Petrol,Manual,1198,86.7,5,17.8,9.31
152633,Petrol,Automatic,1799,130,5,12.9,3
53000,Petrol,Manual,1197,81.83,5,18.6,5.5
50129,Diesel,Manual,1582,126.2,5,19.67,13.3
63716,Diesel,Automatic,1968,174.33,5,15.73,23
11000,Petrol,Manual,796,47.3,5,24.7,3.35
115000,Diesel,Automatic,1995,177,5,15.06,10
63265,Petrol,Manual,1197,78.9,5,20.36,2.95
20000,Diesel,Manual,1498,108.62,5,21.66,6.75
79000,Petrol,Manual,1198,73.9,5,16.47,2.44
41000,Petrol,Manual,1373,91.1,5,20.73,5.85
26323,Petrol,Automatic,1197,103.5,5,17.21,7.4
76000,Diesel,Manual,1120,71,5,24.4,3.8
69972,Petrol,Manual,1799,130,5,13.5,3.8
69000,Petrol,Manual,1497,78,5,17.7,2.7
65000,Diesel,Manual,2523,62.1,7,15.96,7.21
29512,Petrol,Manual,1497,117.3,5,17.4,7.9
51000,Diesel,Manual,1186,73.97,5,25.4,4.2
58003,Diesel,Manual,1461,108.45,5,19.01,5.75
56500,Petrol,Automatic,998,66.1,5,16.98,3.45
29063,Diesel,Automatic,1968,174.33,5,17.11,25.75
46811,Diesel,Manual,2179,140,7,16,16.59
31897,Petrol,Manual,1198,74.96,5,18.06,4.69
52100,Diesel,Automatic,1995,170,5,13.2,7.5
73000,Diesel,Manual,2393,147.8,7,13.68,16.5
31423,Petrol,Manual,1497,118,5,17,1.99
75180,Diesel,Manual,1248,74,5,22.9,5.25
75000,Diesel,Manual,1461,108.45,5,19.64,5.4
15000,Petrol,Manual,1198,74,5,16.47,3.9
12000,Petrol,Manual,1197,81.86,5,17.19,5.8
32000,Diesel,Automatic,1995,190,5,18.12,30.5
44504,Diesel,Manual,1248,74,5,23.4,5.6
66000,Diesel,Automatic,2987,165,5,0,23
39437,Diesel,Manual,1248,74,5,28.4,5.15
36931,Diesel,Automatic,1582,126.2,5,19.08,9.48
17800,Petrol,Automatic,624,37.48,4,21.9,2.38
71346,Petrol,Manual,1298,85.8,5,17.5,3.8
45000,Petrol,Manual,1197,81.83,5,18.6,5.5
85155,Petrol,Manual,1197,80,5,17,3.55
48823,Petrol,Manual,1373,91.1,5,20.73,6.35
37000,Diesel,Automatic,2179,187.7,5,12.7,36
92000,Diesel,Manual,1405,70,5,16.1,1.1
36000,Petrol,Manual,1193,88.7,5,17.57,3.7
24569,Diesel,Manual,1997,140,7,16,13.5
95000,Petrol,Automatic,2354,177.6,5,11.7,2.85
25811,Petrol,Manual,624,37.5,4,25.4,2.13
65000,Diesel,Manual,1582,126.2,5,22.7,7.75
100400,Diesel,Manual,1396,69,5,25,2.85
76414,Diesel,Manual,1498,98.6,5,25.8,4.95
82103,Diesel,Manual,2179,140,7,15.1,6.2
98000,Diesel,Automatic,1995,190,5,18.56,17.5
45252,Petrol,Manual,1197,81.86,5,18.9,2.25
10300,Petrol,Manual,1197,83.1,5,21.4,6.75
42024,Diesel,Automatic,1582,126.2,5,19.08,9.73
51236,Diesel,Manual,1248,88.5,7,25.47,8.49
52000,Petrol,Automatic,1598,181,4,13.6,25
42894,Diesel,Manual,1248,73.94,5,23.2,5.59
68000,Diesel,Automatic,1896,106,5,15.6,4.8
69000,Diesel,Manual,1498,89.84,5,22.7,5.45
10000,Petrol,Manual,1197,81.83,5,18.6,6.5
16000,Petrol,Manual,1198,86.8,5,19.4,4.35
46992,Diesel,Manual,1498,98.6,5,25.8,3.75
170000,Diesel,Automatic,1995,177,5,18.48,12
58000,Diesel,Automatic,2967,241.4,7,12.07,32
50000,Diesel,Manual,1120,70,5,24,4
39010,Diesel,Manual,1461,63.1,5,23.08,2.6
26946,Petrol,Manual,1197,82,5,18.9,4.45
28700,Petrol,Manual,814,55.2,5,21.1,2.6
60000,Petrol,Automatic,1796,186,5,11.74,16
38999,Diesel,Automatic,2179,187.7,5,12.7,32.5
39000,Diesel,Automatic,2696,184,7,11.18,13.85
7784,Petrol,Manual,1373,91.1,5,20.73,8.76
45710,Petrol,Automatic,3498,272,7,11.8,23.68
42000,Petrol,Automatic,1197,81.8,5,22,5.5
75995,Diesel,Automatic,4367,335.3,5,11.49,65.81
57000,Diesel,Manual,1461,108.45,5,19.01,4.99
85350,Diesel,Manual,1582,126.32,5,22.32,5.7
